ZVG-Nr.	CAS-Nr.	verwandte CAS-Nr.	Name
510205	5873-54-1	 	Diphenylmethan-2,4'-diisocyanat
510206	111-43-3	 	Dipropylether
510207	149-26-8	 	Disul
510208	5131-24-8	 	Ditalimfos
510209	3347-22-6	 	Dithianon
510210	2980-64-5	 	DNOC, Ammoniumsalz
510211	5787-96-2	 	DNOC, Kaliumsalz
510212	2312-76-7	 	DNOC, Natriumsalz
510213	2439-10-3	 	Dodin
510214	5707-69-7	 	Drazoxolon
510215	115-29-7	 	Endosulfan
510216	129-67-9	 	Endothal-Natrium
510217	2778-04-3	 	Endothion
510218	299-42-3	 	Ephedrin
510219	2104-64-5	 	O-Ethyl-O-(4-nitrophenyl)phenylthiophosphonat
510220	106-87-6	 	1-Epoxyethyl-3,4-epoxycyclohexan
510221	503-30-0	 	1,3-Epoxypropan
510222	106-90-1	 	2,3-Epoxypropylacrylat
510223	106-91-2	 	2,3-Epoxypropylmethacrylat
510224	759-94-4	 	S-Ethyl-N,N-dipropylthiocarbamat
510225	136-25-4	 	Erbon
510226	57-47-6	 	Eserin
510227	97-90-5	 	Ethylenglykoldimethacrylat
510228	29973-13-5	 	Ethiofencarb
510229	563-12-2	 	Ethion
510230	116-01-8	 	Ethoat-methyl
510232	97-95-0	 	2-Ethylbutanol
510233	51-79-6	 	Ethylcarbamat
510234	130014-35-6	 	(2-Ethylcyclohexyl)glycidylether
510235	97-64-3	 687-47-8	Ethyllactat
510236	97-63-2	 	Ethylmethacrylat
510237	2703-37-9	 	S-(2-(Ethylsulfinyl)ethyl)-O,O-dimethyldithiophosphat
510238	2635-50-9	 	S-(2-(Ethylsulfinyl)isopropyl)-O,O-dimethylthiophosphat
510239	38260-54-7	 	Etrimphos
510240	14255-88-0	 	Fenazaflor
510241	13356-08-6	 	Bis(tris(2-methyl-2-phenylpropyl)zinn)oxid
510242	299-84-3	 	Fenchlorphos
510243	80-38-6	 	Fenson
510244	900-95-8	 	Fentinacetat
510245	639-58-7	 	Fentinchlorid
510246	76-87-9	 	Fentinhydroxid
510247	4301-50-2	 	Fluenetil
510248	944-22-9	 	Fonofos
510249	22259-30-9	 	Formetanat
510250	2540-82-1	 	Formothion
510252	608-73-1	 	1,2,3,4,5,6-Hexachlorcyclohexan, Isomerengemisch
510253	1024-57-3	 	Heptachlorepoxid
510254	23560-59-0	 	Heptenophos
510255	116-16-5	 	Hexachloraceton
510256	115-27-5	 	1,4,5,6,7,7-Hexachlor-8,9,10-trinorborn-5-en-2,3-dicarbonsäureanhydrid
510257	13048-33-4	 	Hexamethylendiacrylat
510258	134-31-6	 	Bis(8-hydroxychinolinium)sulfat
510259	868-77-9	 	2-Hydroxyethylmethacrylat
510260	101-31-5	 	Hyoscyamin
510261	1689-83-4	 	Ioxynil
510262	3861-47-0	 	Ioxyniloctanoat
510263	42509-80-8	 	Isazofos
510264	297-78-9	 	Isobenzan
510265	465-73-6	 	Isodrin
510266	25311-71-1	 	Isofenphos
510267	119-38-0	 	Isolan
510268	64-69-7	 	Iodessigsäure
510269	556-56-9	 	3-Iodpropen
510270	124-65-2	 	Natriumdimethylarsinat
510271	6535-15-5	 28300-74-5	Kaliumantimonyltartrat
510272	4234-79-1	 	Kelevan
510273	21609-90-5	 	Leptophos
510274	330-55-2	 	Linuron
510275	2595-54-2	 	Mecarbam
510276	93-65-2	 7085-19-0	Mecoprop
510277	2487-01-6	 	Medinoterbacetat
510278	78-57-9	 	Menazon
510279	80-47-7	 	8-p-Menthanylhydroperoxid
510280	950-10-7	 	Mephosfolan
510282	126-98-7	 	Methacrylnitril
510283	950-37-8	 	Methidathion
510284	16752-77-5	 	1-(Methylthio)ethlidenamin-N-methylcarbamat
510285	107-70-0	 	4-Methoxy-4-methyl-2-pentanon
510286	96-96-8	 	2-Nitro-p-anisidin
510287	75-85-4	 	2-Methyl-2-butanol
510288	583-59-5	 7443-70-1  7443-52-9	2-Methylcyclohexanol, cis-trans-Isomerengemisch
510289	70-30-4	 	2,2'-Methylenbis(3,4,6-trichlorphenol)
510290	547-64-8	 2155-30-8  17392-83-5  27871-49-4	Methyllactat
510292	106-63-8	 	2-Methylpropylacrylat
510293	97-86-9	 	2-Methylpropylmethacrylat
510294	502-39-6	 	N-Cyano-N'-(methylquecksilber)guanidin
510296	19937-59-8	 	Metoxuron
510297	371-86-8	 	Mipafox
510298	2212-67-1	 	Molinat
510299	2157-98-4	 919-44-8  6923-22-4	Monocrotophos
510300	640-19-7	 	2-Fluoracetamid
510301	144-49-0	 	Fluoressigsäure
510302	1746-81-2	 	Monolinuron
510303	150-68-5	 	Monuron
510304	144-41-2	 	Morphothion
510305	142-59-6	 	Nabam
510306	86-87-3	 	1-Naphthylessigsäure
510308	92-93-3	 	4-Nitrobiphenyl
510309	659-49-4	 	4-Nitrosoanilin
510310	991-42-4	 	Norbormid
510311	129-64-6	 	5-cis-Norbornen-2,3-dicarbonsäureanhydrid
510312	10027-06-2	 	2-Norbornylacrylat
510313	23135-22-0	 	Oxamyl
510314	2497-07-6	 	Oxydisulfoton
510315	58-74-2	 	Papaverin
510316	1114-71-2	 	Pebulat
510317	40487-42-1	 	Pendimethalin
510318	1321-64-8	 	Pentachlornaphthalin, Isomere
510319	4986-89-4	 	Pentaerythrittetraacrylat
510320	3524-68-3	 	Pentaerythrittriacrylat
510321	2275-14-1	 	Phenkapton
510322	2597-03-7	 	Phenthoat
510323	541-69-5	 	m-Phenylendiamindihydrochlorid
510324	624-18-0	 	p-Phenylendiamindihydrochlorid
510325	298-02-2	 	Phorat
510326	2310-17-0	 	Phosalon
510327	4104-14-7	 	Phosacetim
510328	732-11-6	 	Phosmet
510329	5826-76-6	 	Phosnichlor
510331	92-13-7	 	Pilocarpin
510332	28324-52-9	 	Pinanylhydroperoxid
510333	83-26-1	 	Pindon
510334	23103-98-2	 	Pirimicarb
510335	41198-08-7	 	O-(4-Brom-2-chlorphenyl)-O-ethyl-S-propylthiophosphat
510336	2631-37-0	 	Promecarb
510337	5836-73-7	 	1-(3,4-Dichlorphenylimino)thiosemicarbazid
510338	1918-16-7	 	Propachlor
510339	709-98-8	 	Propanil
510340	2312-35-8	 	Propargit
510341	31218-83-4	 	Propetamphos
510342	79-03-8	 	Propionylchlorid
510343	110-74-7	 	Propylformiat
510344	106-36-5	 	Propylpropionat
510345	2275-18-5	 	Prothoat
510346	140-93-2	 	Proxan-Natrium
510349	108-34-9	 	Pyrazoxon
510350	119-12-0	 	Pyridaphenthion
510351	23505-41-1	 	Pirimiphos-ethyl
510352	29232-93-7	 	Pirimiphos-methyl
510353	10453-86-8	 	Resmethrin
510354	152-16-9	 	Schradan
510355	137-42-8	 	Metam-Natrium
510356	51-34-3	 	Scopolamin
510357	57-06-7	 	Allylisothiocyanat
510358	630-60-4	 	g-Strophantin
510359	11005-63-3	 	K-Strophantin
510360	57-24-9	 	Strychnin
510361	95-06-7	 	Sulfallat
510362	50-31-7	 	2,3,6-Trichlorbenzoesäure
510363	650-51-1	 	Natriumtrichloracetat
510364	34014-18-1	 	Tebuthiuron
510365	3383-96-8	 	Temephos
510366	13071-79-9	 	Terbufos
510367	13108-52-6	 	2,3,5,6-Tetrachlor-4-(methylsulfonyl)pyridin
510368	58-90-2	 	2,3,4,6-Tetrachlorphenol
510369	961-11-5	 	Tetrachlorvinphos
510370	97-99-4	 	Tetrahydrofurfurylalkohol
510371	771-29-9	 	1-Tetralinhydroperoxid
510372	100-22-1	 	N,N,N',N'-Tetramethyl-p-phenylendiamin
510373	3244-90-4	 	O,O,O,O-Tetrapropylpyrothiophosphat
510374	25366-23-8	 	Thiazfluron
510376	68-11-1	 	Thioglykolsäure
510377	640-15-3	 	Thiometon
510378	297-97-2	 	O,O-Diethyl-O-pyrazin-2-ylthiophosphat
510379	2303-17-5	 	Triallat
510380	1031-47-6	 	Triamiphos
510381	26766-27-8	 	Triarimol
510382	85409-17-2	 	Tributylzinnnaphthenat
510383	3090-35-5	 	Tributylzinnoleat
510384	24124-25-2	 	Tributylzinnlinoleat
510385	545-06-2	 	Trichloracetonitril
510386	88-06-2	 	2,4,6-Trichlorphenol
510387	10025-78-2	 	Trichlorsilan
510388	90-72-2	 	2,4,6-Tris(dimethylaminomethyl)phenol
510389	1680-21-3	 	Triethylenglykoldiacrylat
510390	1420-06-0	 	Trifenmorph
510391	98-08-8	 	alpha,alpha,alpha-Trifluortoluol
510392	87-66-1	 	1,2,3-Trihydroxybenzol
510393	15625-89-5	 	1,1,1-Trimethylolpropantriacrylat
510394	78-30-8	 	o,o,o-Trikresylphosphat
510395		 	o,o,m-Trikresylphosphat
510396		 	o,o,p-Trikresylphosphat
510397		 	o,m,m-Trikresylphosphat
510398		 	o,m,p-Trikresylphosphat
510399		 	o,p,p-Trikresylphosphat
510401	563-04-2	 	m,m,m-Trikresylphosphat
510402		 	m,m,p-Trikresylphosphat
510403		 	m,p,p-Trikresylphosphat
510404	78-32-0	 	p,p,p-Trikresylphosphat
510405	107-39-1	 	2,4,4-Trimethyl-1-penten
510407	2275-23-2	 	Vamidothion
510408	24934-91-6	 	Chlormephos
510420	21923-23-9	 	Chlorthiophos
510421	22224-92-6	 	Fenamiphos
510424	59-50-7	 	4-Chlor-m-kresol
510425	563-58-6	 	1,1-Dichlorpropen
510426	2536-05-2	 	Diphenylmethan-2,2'-diisocyanat
510428	1897-45-6	 	Chlorothalonil
510429	56073-07-5	 	Difenacoum
510430	151-67-7	 	2-Brom-2-chlor-1,1,1-trifluorethan
510432	13838-16-9	 	Enfluran
510441	17804-35-2	 	Benomyl
510444	74051-80-2	 	Sethoxydim
510446	55335-06-3	 	Triclopyr
510448	23950-58-5	 	Propyzamid
510453	15545-48-9	 	3-(3-Chlor-4-methylphenyl)-1,1-dimethylharnstoff
510455	50471-44-8	 	Vinclozolin
510456	60168-88-9	 	Fenarimol
510458	8018-01-7	 	Mancozeb
510459	2425-06-1	 	Captafol
510460	108-62-3	 	2,4,6,8-Tetramethyl-1,3,5,7-tetraoxacycloctan
510462	26002-80-2	 51186-88-0  26046-85-5  188023-86-1	Phenothrin
510465	16672-87-0	 	2-Chlorethylphosphonsäure
510466	5915-41-3	 	2-tert-Butylamino-4-chlor-6-ethylamino-1,3,5-triazin
510467	2164-08-1	 	Lenacil
510475	6062-26-6	 	Natrium-4-(4-chlor-o-tolyloxy)butyrat
510476	1713-12-8	 	Butyl-4-chlor-o-tolyloxyacetat
510477	3653-48-3	 	Natrium-4-chlor-2-methylphenoxyacetat
510478	306-03-6	 	Hyoscyaminhydrobromid
510479	573-56-8	 	2,6-Dinitrophenol
510482	608-31-1	 	2,6-Dichloranilin
510483	626-43-7	 	3,5-Dichloranilin
510484	634-67-3	 	2,3,4-Trichloranilin
510485	634-91-3	 	3,4,5-Trichloranilin
510486	602-02-8	 	1-Chlor-2,3-dinitrobenzol
510487	610-40-2	 	1-Chlor-3,4-dinitrobenzol
510488	618-86-0	 	1-Chlor-3,5-dinitrobenzol
510489	606-21-3	 	2-Chlor-1,3-dinitrobenzol
510490	6283-25-6	 	2-Chlor-5-nitroanilin
510491	769-11-9	 	2-Chlor-6-nitroanilin
510492	825-41-2	 	3-Chlor-4-nitroanilin
510493	5344-44-5	 	3-Chlor-5-nitroanilin
510494	635-22-3	 	4-Chlor-3-nitroanilin
510495	1635-61-6	 	5-Chlor-2-nitroanilin
510497	506-96-7	 	Acetylbromid
510500	51-43-4	 329-65-7  150-05-0	Adrenalin
510501	628-81-9	 	Butylethylether
510502	1789-58-8	 	Ethyldichlorsilan
510503	97-62-1	 	Ethylisobutyrat
510504	109-90-0	 	Ethylisocyanat
510505	542-85-8	 	Ethylisothiocyanat
510507	115-21-9	 	Ethyltrichlorsilan
510508	591-87-7	 	Allylacetat
510509	106-95-6	 	Allylbromid
510510	1838-59-1	 	Allylformiat
510512	1885-29-6	 	Anthranilonitril
510513	137-07-5	 	2-Aminothiophenol
510514	540-18-1	 	Pentylbutyrat
510517	531-86-2	 21136-70-9	Benzidinsulfat
510518	613-90-1	 	Benzoylcyanid
510519	121-46-0	 	Bicycloheptadien
510520	16111-62-9	 	Bis(2-ethylhexyl)peroxydicarbonat
510522	97-94-9	 	Triethylboran
510523	109-63-7	 	Bortrifluoriddiethyletherat
510524	373-61-5	 	Bortrifluorid-Essigsäure-Komplex
510525	598-31-2	 	Bromaceton
510526	70-11-1	 	2-Bromacetophenon
510527	106-40-1	 	4-Bromanilin
510529	78-76-2	 	2-Brombutan
510530	353-59-3	 	Bromchlordifluormethan
510531	96-32-2	 	Methylbromacetat
510532	78-77-3	 	1-Brom-2-methylpropan
510533	107-81-3	 	2-Brompentan
510534	75-26-3	 	2-Brompropan
510535	141-75-3	 	Butyrylchlorid
510536	111-36-4	 	Butylisocyanat
510537	7521-80-4	 	Butyltrichlorsilan
510538	111-34-2	 	Butylvinylether
510539	1118-46-3	 	Butylzinntrichlorid
510543	13149-00-3	 	cis-Cyclohexan-1,2-dicarbonsäureanhydrid
510544	14166-21-3	 	trans-Cyclohexan-1,2-dicarbonsäureanhydrid
510545	543-90-8	 5743-04-4	Cadmiumacetat
510547	1943-83-5	 	2-Chlorethylisocyanat
510548	510-15-6	 	Chlorbenzilat
510551	76-15-3	 	Chlorpentafluorethan
510552	937-14-4	 	3-Chlorperbenzoesäure
510554	503-17-3	 	2-Butin
510555	78-18-2	 	1-Hydroxy-1'-hydroperoxydicyclohexylperoxid
510558	2587-90-8	 	Demephion-S
510559	462-95-3	 	Diethoxymethan
510560	25340-17-4	 	Diethylbenzol, Isomere
510561	1719-53-5	 	Dichlordiethylsilan
510562	124-02-7	 	Diallylamin
510565	683-18-1	 	Dibutylzinndichlorid
510566	534-07-6	 	1,3-Dichloraceton
510568	108-60-1	 	Bis(2-chlor-1-methylethyl)ether
510571	108-82-7	 	2,6-Dimethyl-4-heptanol
510573	108-09-8	 	1,3-Dimethylbutylamin
510575	1011-73-0	 	Natrium-2,4-dinitrophenolat
510576	82-66-6	 	Diphacinon
510577	776-74-9	 	Diphenylmethylbromid
510578	3132-64-7	 	1-Brom-2,3-epoxypropan
510580	13194-48-4	 	Ethoprophos
510581	462-06-6	 	Fluorbenzol
510582	371-40-4	 	4-Fluoranilin
510583	348-54-9	 	2-Fluoranilin
510585	13537-32-1	 	Fluorphosphorsäure
510586	352-32-9	 	4-Fluortoluol
510588	627-63-4	 	Fumaroylchlorid
510589	98-02-2	 	2-Furanmethanthiol
510591	506-93-4	 	Guanidiniumnitrat
510595	5894-60-0	 	Hexadecyltrichlorsilan
510596	592-42-7	 	1,5-Hexadien
510598	76-16-4	 	Hexafluorethan
510599	16940-81-1	 	Hexafluorphosphorsäure
510603	131-73-7	 	Bis(2,4,6-trinitrophenyl)amin
510605	121-82-4	 	Perhydro-1,3,5-trinitro-1,3,5-triazin
510607	928-65-4	 	Hexyltrichlorsilan
510608		 	Hydrazoniumsalze
510609	110-45-2	 	Isopentylformiat
510610	97-72-3	 	Isobuttersäureanhydrid
510611	78-82-0	 	Isobutyronitril
510612	97-85-8	 	Isobutylisobutyrat
510619	31807-55-3	 13475-82-6  62199-62-6	Isododecan
510620	563-45-1	 	3-Methyl-1-buten
510621	638-11-9	 	Isopropylbutyrat
510623	80-24-0	 	m-Isopropylcumylhydroperoxid
510624	617-50-5	 	Isopropylisobutyrat
510625	1795-48-8	 	Isopropylisocyanat
510627	1712-64-7	 	Isopropylnitrat
510628	637-78-5	 	Isopropylpropionat
510630	104-90-5	 	5-Ethyl-2-methylpyridin
510635	60-34-4	 	Methylhydrazin
510636	105-30-6	 	2-Methyl-1-pentanol
510638	149-74-6	 	Methylphenyldichlorsilan
510639	96-47-9	 	Tetrahydro-2-methylfuran
510640	953-17-3	 	S-(Chlorphenylthiomethyl)-O,O-dimethyldithiophosphat
510641	1119-16-0	 	4-Methylvaleraldehyd
510642	315-18-4	 	Mexacarbat
510643	78-97-7	 	Lactonitril
510644	2385-85-5	 	Mirex
510645	100-11-8	 	alpha-Brom-4-nitrotoluol
510646	2338-12-7	 	5-Nitrobenzotriazol
510647	1836-75-5	 	Nitrofen
510649	112-04-9	 	Octadecyltrichlorsilan
510650	115-25-3	 	Octafluorcyclobutan
510651	111-64-8	 	Octanoylchlorid
510653	591-93-5	 	1,4-Pentadien
510656	8002-05-9	 	Erdöl
510657	5283-66-9	 	Octyltrichlorsilan
510661	770-12-7	 	Phenyldichlorphosphat
510662	3688-11-7	 	Phenylquecksilberbrenzcatechin
510666	7789-59-5	 	Phosphoryltribromid
510677	3282-30-2	 	Pivaloylchlorid
510683	110-78-1	 	Propylisocyanat
510684	107-03-9	 	1-Propanthiol
510689	1185-55-3	 	Methyltrimethoxysilan
510695	33693-04-8	 	Terbumeton
510697	586-62-9	 	p-Mentha-1,4(8)-dien
510700	75-59-2	 10424-65-4	Tetramethylammoniumhydroxid, wässrige Lösung
510704	2077-46-5	 	2,3,6-Trichlortoluol
510706	791-28-6	 	Triphenylphosphinoxid
510707	1120-21-4	 	Undecan
510708	638-29-9	 	Valerylchlorid
510709	123-20-6	 	Vinylbutyrat
510712	557-20-0	 	Diethylzink
510715	108-65-6	 	1-Methoxy-2-propylacetat
510718	316-42-7	 	Emetindihydrochlorid
510722	624-49-7	 	Dimethylfumarat
510723	481-39-0	 	5-Hydroxy-1,4-naphthochinon
510725	626-38-0	 	1-Methylbutylacetat
510726	94-17-7	 	Bis(4-chlorbenzoyl)peroxid
510727	2465-27-2	 	Auraminhydrochlorid
510729	36355-01-8	 	Hexabrombiphenyl
510730	2223-93-0	 	Cadmiumstearat
510731	57-09-0	 	Cetyltrimethylammoniumbromid
510732	123-03-5	 6004-24-6	Cetylpyridiniumchlorid
510733	55-56-1	 	Chlorhexidin
510734	109-78-4	 	Ethylencyanhydrin
510740	3680-02-2	 	(Methylsulfonyl)ethylen
510742	1461-25-2	 	Tetrabutylzinn
510743	311-45-5	 	Paraoxon
510744	37206-20-5	 	Methylisobutylketonperoxid
510745	947-02-4	 	Phosfolan
510746	148-79-8	 	Thiabendazol
510747	731-27-1	 	Tolylfluanid (Gehalt an Partikeln mit einem aerodynamischen Durchmesser unter 50 µm >= 0,1 Gew.-%)
510748	505-60-2	 	Bis(2-chlorethyl)sulfid
510749	156-59-2	 	cis-1,2-Dichlorethen
510750	156-60-5	 	trans-1,2-Dichlorethen
510751	1476-11-5	 	cis-1,4-Dichlor-2-buten
510752	110-57-6	 	trans-1,4-Dichlor-2-buten
510754	104-15-4	 6192-52-5	Toluol-4-sulfonsäure (mit höchstens 5 Prozent Schwefelsäure)
510758	927-07-1	 	tert-Butylperoxypivalat
510768	10061-01-5	 	cis-1,3-Dichlorpropen
510771	10595-95-6	 	N-Nitrosoethylmethylamin
510772	22967-92-6	 	Methylquecksilberverbindungen
510773	5522-43-0	 	1-Nitropyren
510774	1121-03-5	 	2,4-Butansulton
510775	601-77-4	 	N-Nitrosodiisopropylamin
510776	95-64-7	 	3,4-Xylidin
510777	593-70-4	 	Chlorfluormethan
510778	76-22-2	 21368-68-3  464-49-3  464-48-2	Campher
510779	627-13-4	 	Propylnitrat
510780	319-84-6	 	alpha-1,2,3,4,5,6-Hexachlorcyclohexan
510782	612-64-6	 	N-Nitrosoethylphenylamin
510783	90-94-8	 	Michlers Keton
510785	3996-59-6	 	Medinoterb
510786	632-22-4	 	Tetramethylharnstoff
510787	70657-70-4	 	2-Methoxy-1-propylacetat
510788	1589-47-5	 	Propylenglykol-2-methylether
510789	110-54-3	 	Hexan
510791	693-21-0	 	Diethylenglykoldinitrat
510792	7778-85-0	 	Propylenglykoldimethylether
510793	7085-85-0	 	Ethyl-2-cyanacrylat
510794	1667-11-4	 	4-Chlormethylbiphenyl
510795	2409-55-4	 	2-tert-Butyl-p-kresol
510796	25013-16-5	 	tert-Butyl-4-methoxyphenol, Isomere
510798	7665-72-7	 	tert-Butylglycidylether
520006	1314-60-9	 	Antimon(V)-oxid
520008		 	Antimonverbindungen
520009		 	Arsenverbindungen
520010		 	Salze der Blausäure, außer komplexe Cyanide und Quecksilberoxidcyanid
520012		 	Hexafluorosilikate
520014		 10034-85-2	Iodwasserstoffsäure
520022		 	Nickelverbindungen
520023	8014-95-7	 	Oleum
520026		 	Salze der Thiocyansäure
520028	51602-38-1	 	Nitriersäure
520030		 7647-01-0	Salzsäure
520034	16872-11-0	 	Tetrafluorborsäure
520035		 	Thalliumverbindungen
520038		 7664-39-3	Fluorwasserstoffsäure
520039		 10035-10-6	Bromwasserstoffsäure
520040	7440-67-7	 	Zirconium, Pulver, stabilisiert
520041	1332-21-4	 	Asbest
520052		 	Cyanide
520054		 	Dieselmotor-Emissionen
520061	12604-58-9	 	Ferrovanadium
520063		 	Zinkchromate
520065		 	Zinnverbindungen, anorganisch
520066		 	Thalliumverbindungen, anorganisch, löslich
520067		 	Stäube
520069		 	Palladiumverbindungen, anorganisch
520070		 	Platinverbindungen
530000		 	Testbenzin, aromatenhaltig
530001		 	Testbenzin, aromatenfrei
530007		 	Salze von Aconitin
530010		 	Aluminiumalkyle
530011		 	Aniliniumsalze
530012		 	Salze von Atropin
530015		 	Salze von Benzidin
530016		 	Bleialkyle
530018	115-78-6	 	Chlorphoniumchlorid
530019	41587-36-4	 	Chlornitroanilin, Isomere
530020	25167-80-0	 	Chlorphenol, Isomere
530021	26446-76-4	 	Chlorpropan, Isomere
530026		 	Salze von 2,4-Dichlorphenoxyessigsäure
530027		 	Salze von 2,4-DB
530028	8003-19-8	 	Gemisch aus 1,2-Dichlorpropan und 1,3-Dichlorpropen
530031		 	Salze von Dichlorprop
530033		 	Salze und Ester von Dinex
530034	25154-54-5	 	Dinitrobenzol, Isomere
530035	25550-58-7	 	Dinitrophenol, Isomere
530036		 	Salze von Dinitrophenol
530037		 	Salze und Ester von Dinosam
530038		 	Salze und Ester von Dinoseb
530039		 	Salze und Ester von Dinoterb
530040	9016-87-9	 	Technisches MDI
530043	145-73-3	 	Endothal
530044		 	Salze von Ephedrin
530048		 	Salze von Eserin
530050		 	Salze von Fenoprop
530054	25584-83-2	 	Hydroxypropylacrylat, Isomere
530055		 	Salze von Hyoscyamin
530058		 	Magnesiumalkyle, C1 bis C5
530061		 	Salze und Ester von MCPA
530062		 	Salze und Ester von MCPB
530063		 	Salze von Mecoprop
530065		 	Methacrylate
530066		 	Monochloracetate
530068		 	Monofluoracetate, löslich
530071		 	Nikotinsalze
530072		 	Salze von Oxalsäure
530073		 	Salze von Papaverin
530074		 	Salze von Pentachlorphenol
530075		 	Phenolsalze
530076		 	Phenylquecksilbersalze
530077		 	Salze von Pilocarpin
530078	26336-38-9	 	Polyethylenpolyamine
530080	8003-34-7	 	Pyrethrine
530081		 	Quecksilberalkyle
530082		 	Quecksilberverbindungen, organisch
530083		 	Salze von Scopolamin
530084		 	Salze und Ester der 2,4,5-Trichlorphenoxyessigsäure
530085		 	Tributylzinnverbindungen
530087		 	Triethylzinnverbindungen
530088	76-05-1	 	Trifluoressigsäure
530093	16938-22-0	 	2,2,4-Trimethyl-1,6-hexadiyldiisocyanat
530094	15646-96-5	 	2,4,4-Trimethyl-1,6-hexadiyldiisocyanat
530095		 	Trimethylzinnverbindungen
530096		 	Trioctylzinnverbindungen
530098		 	Triphenylzinnverbindungen
530099		 	Tripropylzinnverbindungen
530108	30899-19-5	 94624-12-1	Pentanol, Isomere
530115		 	Mono-, Di- und Trichloraniline
530119		 123-42-2	4-Hydroxy-4-methylpentan-2-on, technisch
530121	1330-78-5	 	Trikresylphosphat, Isomere (m-m-m, m-m-p, m-p-p, p-p-p)
530126	122-34-9	 	Simazin
530136	70776-03-3	 	Chlorierte Naphthaline
530137	61788-33-8	 	Chlorierte Terphenyle
530143		 	Nitropyrene
530144		 	Kühlschmierstoffe
530147		 	Baumwollstaub
530150		 	Azofarbstoffe, die durch reduktive Azospaltung eine krebserzeugende Aminkomponente freisetzen können
530154		 	Isopropylöl
530155		 	Alkalichromate
530156		 	Arzneistoffe, krebserzeugende
530157	55720-99-5	 	Diphenylether, chloriert
530158		 	Eichenholzstaub
530159		 	Buchenholzstaub
530163		 	Zinnverbindungen, organisch
530169		 	Acetylcholinesterase-Hemmer
530173	382-21-8	 	Perfluorisobutylen
530175	293733-21-8	 	6-Amino-2-ethoxynaphthalin
530177	4080-31-3	 	Hexamethylentetramin-3-chlorallylchlorid
530183	5421-46-5	 	Ammoniumthioglykolat
530192	12656-85-8	 	Bleichromatmolybdatsulfatrot
530195	5280-66-0	 	Mangan, 4-[(5-chlor-4-methyl-2-sulfophenyl)azo]-3-hydroxy-2-naphthalencarbonsäurekomplex
530196	12238-31-2	 	Mangan, 4-[(4-chlor-5-methyl-2-sulfophenyl)azo]-3-hydroxy-2-naphthalencarbonsäurekomplex 
530199	1344-37-2	 	Bleisulfochromatgelb
530201	22094-93-5	 	2,2'-[(2,2',5,5'-Tetrachlorbiphenyl-4,4'-diyl)bis(azo)]bis[N-(2,4-dimethylphenyl)-3-oxobutyramid]
530204	61789-36-4	 	Calciumnaphthenat
530219	136-52-7	 	Cobaltbis(2-ethylhexanoat)
530220	1111-67-7	 	Kupferthiocyanat
530232	140-01-2	 	Diethylentriaminpentaessigsäure, Pentanatriumsalz
530233	37205-87-1	 	Polyethylenglykolisononylether
530237	25322-69-4	 	Polypropylenglykole
530242	71626-11-4	 	Benalaxyl
530245	55285-14-8	 	Carbosulfan
530246	1702-17-6	 	3,6-Dichlorpyridin-2-carbonsäure
530247	68359-37-5	 1820573-27-0	Cyfluthrin
530248	57966-95-7	 166900-80-7	Cymoxanil
530251	15165-67-0	 	(+)-R-2-(2,4-Dichlorphenoxy)propionsäure
530253	75736-33-3	 	Diclobutrazol
530255	30043-49-3	 	1-(5-Ethylsulfonyl-1,3,4-thiadiazol-2-yl)-1,3-dimethylharnstoff
530256	66441-23-4	 	Ethyl-2-(4-((6-chlorbenzoxazol-2-yl)oxy)phenoxy)propionat
530257	51630-58-1	 	Fenvalerat
530258	69806-50-4	 	Fluazifop-butyl
530259	467-69-6	 	Flurenol
530260	61213-25-0	 	Flurochloridon
530261	69377-81-7	 	Fluroxypyr
530263	77182-82-2	 	Ammonium-2-amino-4-(hydroxymethylphosphinyl)butyrat
530265	87237-48-7	 	Haloxyfop-(2-ethoxyethyl)
530266	67485-29-4	 	5,5-Dimethyl-perhydro-pyrimidin-2-on-alpha-(4-trifluor-methylstyryl)-alpha-(4-trifluormethyl)cinnamylidenhydrazon
530267	36734-19-7	 	3-(3,5-Dichlorphenyl)-2,4-dioxo-N-isopropylimidazolidin-1-carboxamid
530268	91465-08-6	 	Lambda-Cyhalothrin
530272	16484-77-8	 	Mecoprop-P
530273	57837-19-1	 	Metalaxyl
530276	79277-27-3	 	Thifensulfuron-methyl
530278	74223-64-6	 	Metsulfuron-methyl
530279	77732-09-3	 	Oxadixyl
530281	67747-09-5	 	N-Propyl-N-(2-(2,4,6-trichlorphenoxy)ethyl)-1H-imidazol-1-carboxamid
530283	60207-90-1	 	Propiconazol
530284	52888-80-9	 	Prosulfocarb
530285	55512-33-9	 	Pyridat
530288	16923-58-3	 	Natriumhexachloroplatinat
530289	16921-30-5	 	Kaliumhexachloroplatinat
530290	137-99-5	 	2,4-Dinonylphenol
530291	11066-49-2	 	Isononylphenol, Isomere
530292	84852-15-3	 	4-Nonylphenol, verzweigt
530293	91672-41-2	 	2-Nonylphenol, verzweigt
530294	626-17-5	 	Benzol-1,3-dicarbonitril
530298	69103-24-8	 	Isodecylacetat
530299	9016-45-9	 	Nonylphenolethoxylat, Isomere
530304	107534-96-3	 	Tebuconazol
530305	1119-40-0	 	Dimethylglutarat
530307	15627-09-5	 	N-Cyclohexylhydroxydiazen-1-oxid, Kupfersalz
530308	91-14-5	 	1,2-Divinylbenzol
